,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие аэрозолей с излучением,Радиационное воздействие метана,Радиационное воздействие углекислого газа
0,2003-01-16 00:00:00,"30.00, 27.00",0.5607831478118896,0.3434536755084991,1.089068055152893
1,2003-01-16 00:00:00,"30.00, 30.00",0.7118185758590698,0.351155936717987,1.1311419010162354
2,2003-01-16 00:00:00,"30.00, 33.00",0.5482433438301086,0.3315045833587646,1.078352451324463
3,2003-01-16 00:00:00,"27.00, 27.00",0.6181119084358215,0.3854084610939026,1.1963156461715698
4,2003-01-16 00:00:00,"27.00, 30.00",0.8086882829666138,0.3989730477333069,1.2742860317230225
5,2003-01-16 00:00:00,"27.00, 33.00",0.5700269937515259,0.4021685123443603,1.3762708902359009
6,2003-01-16 00:00:00,"24.00, 27.00",0.5606679320335388,0.4542305171489715,1.482557773590088
7,2003-01-16 00:00:00,"24.00, 30.00",0.80419921875,0.419398158788681,1.385362148284912
8,2003-01-16 00:00:00,"24.00, 33.00",0.664832353591919,0.391993373632431,1.3730764389038086
9,2003-01-16 00:00:00,"30.00, 27.00",-2.296186923980713,-0.1005022600293159,-0.0496437326073646
10,2003-01-16 00:00:00,"30.00, 30.00",-2.4008684158325195,-0.1033204570412635,-0.0507627911865711
11,2003-01-16 00:00:00,"30.00, 33.00",-2.457648754119873,-0.0963978916406631,-0.0476253889501094
12,2003-01-16 00:00:00,"27.00, 27.00",-2.169731616973877,-0.0983463376760482,-0.0507935546338558
13,2003-01-16 00:00:00,"27.00, 30.00",-2.6162097454071045,-0.1017025336623191,-0.0528064854443073
14,2003-01-16 00:00:00,"27.00, 33.00",-3.1357216835021973,-0.1413281410932541,-0.0735788643360138
15,2003-01-16 00:00:00,"24.00, 27.00",-1.912980318069458,-0.1164280027151107,-0.0620218105614185
16,2003-01-16 00:00:00,"24.00, 30.00",-3.051607131958008,-0.1193527728319168,-0.0641811713576316
17,2003-01-16 00:00:00,"24.00, 33.00",-3.385272741317749,-0.1365885585546493,-0.0748340263962745
