,Время,"Координаты Египта (широта, долгота)",Радиационное воздействие углекислого газа
1762,2011-02-16 00:00:00,"24.00, 30.00",-0.08493150770664215
1763,2011-02-16 00:00:00,"24.00, 33.00",-0.09738976508378983
1764,2011-03-16 00:00:00,"30.00, 27.00",1.4101414680480957
1765,2011-03-16 00:00:00,"30.00, 30.00",1.4315303564071655
1766,2011-03-16 00:00:00,"30.00, 33.00",1.495835781097412
1767,2011-03-16 00:00:00,"27.00, 27.00",1.6466290950775146
1768,2011-03-16 00:00:00,"27.00, 30.00",1.7994798421859741
1769,2011-03-16 00:00:00,"27.00, 33.00",2.007476806640625
1770,2011-03-16 00:00:00,"24.00, 27.00",1.8923763036727905
1771,2011-03-16 00:00:00,"24.00, 30.00",1.9764404296875
1772,2011-03-16 00:00:00,"24.00, 33.00",2.0267226696014404
1773,2011-03-16 00:00:00,"30.00, 27.00",-0.08461244404315948
1774,2011-03-16 00:00:00,"30.00, 30.00",-0.08819112181663513
1775,2011-03-16 00:00:00,"30.00, 33.00",-0.08364745229482651
1776,2011-03-16 00:00:00,"27.00, 27.00",-0.08856201171875
1777,2011-03-16 00:00:00,"27.00, 30.00",-0.09179170429706573
1778,2011-03-16 00:00:00,"27.00, 33.00",-0.12469482421875
1779,2011-03-16 00:00:00,"24.00, 27.00",-0.09785756468772888
1780,2011-03-16 00:00:00,"24.00, 30.00",-0.1062006801366806
1781,2011-03-16 00:00:00,"24.00, 33.00",-0.12364590913057327
1782,2011-04-16 00:00:00,"30.00, 27.00",1.310875415802002
1783,2011-04-16 00:00:00,"30.00, 30.00",1.3333688974380493
1784,2011-04-16 00:00:00,"30.00, 33.00",1.3904255628585815
1785,2011-04-16 00:00:00,"27.00, 27.00",1.5068085193634033
1786,2011-04-16 00:00:00,"27.00, 30.00",1.6486603021621704
1787,2011-04-16 00:00:00,"27.00, 33.00",1.9146524667739868
1788,2011-04-16 00:00:00,"24.00, 27.00",1.7830047607421875
1789,2011-04-16 00:00:00,"24.00, 30.00",1.8477203845977783
1790,2011-04-16 00:00:00,"24.00, 33.00",1.932806372642517
1791,2011-04-16 00:00:00,"30.00, 27.00",-0.0885823592543602
1792,2011-04-16 00:00:00,"30.00, 30.00",-0.09363199770450592
1793,2011-04-16 00:00:00,"30.00, 33.00",-0.08839823305606842
1794,2011-04-16 00:00:00,"27.00, 27.00",-0.09187876433134079
1795,2011-04-16 00:00:00,"27.00, 30.00",-0.09728393703699112
1796,2011-04-16 00:00:00,"27.00, 33.00",-0.1356353759765625
1797,2011-04-16 00:00:00,"24.00, 27.00",-0.10174967348575592
1798,2011-04-16 00:00:00,"24.00, 30.00",-0.10986074060201645
1799,2011-04-16 00:00:00,"24.00, 33.00",-0.12834472954273224
1800,2011-05-16 00:00:00,"30.00, 27.00",1.310784101486206
1801,2011-05-16 00:00:00,"30.00, 30.00",1.3113993406295776
1802,2011-05-16 00:00:00,"30.00, 33.00",1.3766509294509888
1803,2011-05-16 00:00:00,"27.00, 27.00",1.4853614568710327
1804,2011-05-16 00:00:00,"27.00, 30.00",1.614295244216919
1805,2011-05-16 00:00:00,"27.00, 33.00",1.835479736328125
1806,2011-05-16 00:00:00,"24.00, 27.00",1.6792209148406982
1807,2011-05-16 00:00:00,"24.00, 30.00",1.7734148502349854
1808,2011-05-16 00:00:00,"24.00, 33.00",1.9714089632034302
1809,2011-05-16 00:00:00,"30.00, 27.00",-0.09898918122053146
1810,2011-05-16 00:00:00,"30.00, 30.00",-0.10413729399442673
1811,2011-05-16 00:00:00,"30.00, 33.00",-0.0997782051563263
1812,2011-05-16 00:00:00,"27.00, 27.00",-0.0957174003124237
1813,2011-05-16 00:00:00,"27.00, 30.00",-0.09885283559560776
1814,2011-05-16 00:00:00,"27.00, 33.00",-0.13609609007835388
1815,2011-05-16 00:00:00,"24.00, 27.00",-0.10052046924829483
1816,2011-05-16 00:00:00,"24.00, 30.00",-0.10963636636734009
1817,2011-05-16 00:00:00,"24.00, 33.00",-0.1327229142189026
1818,2011-06-16 00:00:00,"30.00, 27.00",1.372679591178894
1819,2011-06-16 00:00:00,"30.00, 30.00",1.3908264636993408
1820,2011-06-16 00:00:00,"30.00, 33.00",1.4430878162384033
1821,2011-06-16 00:00:00,"27.00, 27.00",1.540947437286377
1822,2011-06-16 00:00:00,"27.00, 30.00",1.6338409185409546
1823,2011-06-16 00:00:00,"27.00, 33.00",1.9588459730148315
1824,2011-06-16 00:00:00,"24.00, 27.00",1.6929534673690796
1825,2011-06-16 00:00:00,"24.00, 30.00",1.7448618412017822
1826,2011-06-16 00:00:00,"24.00, 33.00",1.9492228031158447
1827,2011-06-16 00:00:00,"30.00, 27.00",-0.10796763002872467
1828,2011-06-16 00:00:00,"30.00, 30.00",-0.11710154265165329
1829,2011-06-16 00:00:00,"30.00, 33.00",-0.11445160210132599
1830,2011-06-16 00:00:00,"27.00, 27.00",-0.09506937861442566
1831,2011-06-16 00:00:00,"27.00, 30.00",-0.09993845969438553
1832,2011-06-16 00:00:00,"27.00, 33.00",-0.1440887451171875
1833,2011-06-16 00:00:00,"24.00, 27.00",-0.10105793923139572
1834,2011-06-16 00:00:00,"24.00, 30.00",-0.10739898681640625
1835,2011-06-16 00:00:00,"24.00, 33.00",-0.13285420835018158
1836,2011-07-16 00:00:00,"30.00, 27.00",1.4335553646087646
1837,2011-07-16 00:00:00,"30.00, 30.00",1.4968173503875732
1838,2011-07-16 00:00:00,"30.00, 33.00",1.4413343667984009
1839,2011-07-16 00:00:00,"27.00, 27.00",1.561354160308838
1840,2011-07-16 00:00:00,"27.00, 30.00",1.764611005783081
1841,2011-07-16 00:00:00,"27.00, 33.00",1.904656171798706
1842,2011-07-16 00:00:00,"24.00, 27.00",1.7660256624221802
1843,2011-07-16 00:00:00,"24.00, 30.00",1.8041263818740845
1844,2011-07-16 00:00:00,"24.00, 33.00",1.923657774925232
1845,2011-07-16 00:00:00,"30.00, 27.00",-0.10540427267551422
1846,2011-07-16 00:00:00,"30.00, 30.00",-0.11799375712871552
1847,2011-07-16 00:00:00,"30.00, 33.00",-0.10976532846689224
1848,2011-07-16 00:00:00,"27.00, 27.00",-0.09641487151384354
1849,2011-07-16 00:00:00,"27.00, 30.00",-0.10401276499032974
1850,2011-07-16 00:00:00,"27.00, 33.00",-0.13438907265663147
1851,2011-07-16 00:00:00,"24.00, 27.00",-0.10406050831079483
1852,2011-07-16 00:00:00,"24.00, 30.00",-0.11017140746116638
1853,2011-07-16 00:00:00,"24.00, 33.00",-0.1296234130859375
1854,2011-08-16 00:00:00,"30.00, 27.00",1.1940367221832275
1855,2011-08-16 00:00:00,"30.00, 30.00",1.2764774560928345
1856,2011-08-16 00:00:00,"30.00, 33.00",1.2835545539855957
1857,2011-08-16 00:00:00,"27.00, 27.00",1.4177266359329224
1858,2011-08-16 00:00:00,"27.00, 30.00",1.5542021989822388
1859,2011-08-16 00:00:00,"27.00, 33.00",1.8305693864822388
1860,2011-08-16 00:00:00,"24.00, 27.00",1.5965664386749268
1861,2011-08-16 00:00:00,"24.00, 30.00",1.6336305141448975
1862,2011-08-16 00:00:00,"24.00, 33.00",1.831312656402588
1863,2011-08-16 00:00:00,"30.00, 27.00",-0.0991215854883194
1864,2011-08-16 00:00:00,"30.00, 30.00",-0.10838170349597931
1865,2011-08-16 00:00:00,"30.00, 33.00",-0.10276006907224655
1866,2011-08-16 00:00:00,"27.00, 27.00",-0.09339363127946854
1867,2011-08-16 00:00:00,"27.00, 30.00",-0.0980062186717987
1868,2011-08-16 00:00:00,"27.00, 33.00",-0.12987197935581207
1869,2011-08-16 00:00:00,"24.00, 27.00",-0.09543043375015259
1870,2011-08-16 00:00:00,"24.00, 30.00",-0.10125978291034698
1871,2011-08-16 00:00:00,"24.00, 33.00",-0.1218409389257431
1872,2011-09-16 00:00:00,"30.00, 27.00",1.0994709730148315
1873,2011-09-16 00:00:00,"30.00, 30.00",1.1222116947174072
1874,2011-09-16 00:00:00,"30.00, 33.00",1.0810374021530151
1875,2011-09-16 00:00:00,"27.00, 27.00",1.331121802330017
1876,2011-09-16 00:00:00,"27.00, 30.00",1.4180623292922974
1877,2011-09-16 00:00:00,"27.00, 33.00",1.5930877923965454
1878,2011-09-16 00:00:00,"24.00, 27.00",1.592645287513733
1879,2011-09-16 00:00:00,"24.00, 30.00",1.589964747428894
1880,2011-09-16 00:00:00,"24.00, 33.00",1.7045094966888428
1881,2011-09-16 00:00:00,"30.00, 27.00",-0.08424936980009079
1882,2011-09-16 00:00:00,"30.00, 30.00",-0.08927764743566513
1883,2011-09-16 00:00:00,"30.00, 33.00",-0.08352407068014145
1884,2011-09-16 00:00:00,"27.00, 27.00",-0.08132120966911316
1885,2011-09-16 00:00:00,"27.00, 30.00",-0.0852305069565773
1886,2011-09-16 00:00:00,"27.00, 33.00",-0.11340179294347763
1887,2011-09-16 00:00:00,"24.00, 27.00",-0.08851979672908783
1888,2011-09-16 00:00:00,"24.00, 30.00",-0.09334971010684967
1889,2011-09-16 00:00:00,"24.00, 33.00",-0.10912017524242401
1890,2011-10-16 00:00:00,"30.00, 27.00",0.9903721809387207
1891,2011-10-16 00:00:00,"30.00, 30.00",1.0883375406265259
1892,2011-10-16 00:00:00,"30.00, 33.00",1.111798644065857
1893,2011-10-16 00:00:00,"27.00, 27.00",1.1942660808563232
1894,2011-10-16 00:00:00,"27.00, 30.00",1.3538286685943604
1895,2011-10-16 00:00:00,"27.00, 33.00",1.6106921434402466
1896,2011-10-16 00:00:00,"24.00, 27.00",1.4799519777297974
1897,2011-10-16 00:00:00,"24.00, 30.00",1.5306622982025146
1898,2011-10-16 00:00:00,"24.00, 33.00",1.6133501529693604
1899,2011-10-16 00:00:00,"30.00, 27.00",-0.06436821818351746
1900,2011-10-16 00:00:00,"30.00, 30.00",-0.07311396300792694
1901,2011-10-16 00:00:00,"30.00, 33.00",-0.07352078706026077
1902,2011-10-16 00:00:00,"27.00, 27.00",-0.06768306344747543
1903,2011-10-16 00:00:00,"27.00, 30.00",-0.07201459258794785
1904,2011-10-16 00:00:00,"27.00, 33.00",-0.09968763589859009
1905,2011-10-16 00:00:00,"24.00, 27.00",-0.07699437439441681
1906,2011-10-16 00:00:00,"24.00, 30.00",-0.08126289397478104
1907,2011-10-16 00:00:00,"24.00, 33.00",-0.09431703388690948
1908,2011-11-16 00:00:00,"30.00, 27.00",1.109259009361267
1909,2011-11-16 00:00:00,"30.00, 30.00",1.0690785646438599
1910,2011-11-16 00:00:00,"30.00, 33.00",1.0923441648483276
1911,2011-11-16 00:00:00,"27.00, 27.00",1.2703888416290283
1912,2011-11-16 00:00:00,"27.00, 30.00",1.370599389076233
1913,2011-11-16 00:00:00,"27.00, 33.00",1.6274617910385132
1914,2011-11-16 00:00:00,"24.00, 27.00",1.608953833580017
1915,2011-11-16 00:00:00,"24.00, 30.00",1.5914448499679565
1916,2011-11-16 00:00:00,"24.00, 33.00",1.7375600337982178
1917,2011-11-16 00:00:00,"30.00, 27.00",-0.05926971510052681
1918,2011-11-16 00:00:00,"30.00, 30.00",-0.056544240564107895
1919,2011-11-16 00:00:00,"30.00, 33.00",-0.05352427065372467
1920,2011-11-16 00:00:00,"27.00, 27.00",-0.06090952455997467
1921,2011-11-16 00:00:00,"27.00, 30.00",-0.06271794438362122
1922,2011-11-16 00:00:00,"27.00, 33.00",-0.0894571915268898
1923,2011-11-16 00:00:00,"24.00, 27.00",-0.07422434538602829
1924,2011-11-16 00:00:00,"24.00, 30.00",-0.07792892307043076
1925,2011-11-16 00:00:00,"24.00, 33.00",-0.09397735446691513
1926,2011-12-16 00:00:00,"30.00, 27.00",1.092827558517456
1927,2011-12-16 00:00:00,"30.00, 30.00",1.1987757682800293
1928,2011-12-16 00:00:00,"30.00, 33.00",1.2311912775039673
1929,2011-12-16 00:00:00,"27.00, 27.00",1.2260653972625732
1930,2011-12-16 00:00:00,"27.00, 30.00",1.3909685611724854
1931,2011-12-16 00:00:00,"27.00, 33.00",1.676232099533081
1932,2011-12-16 00:00:00,"24.00, 27.00",1.5851391553878784
1933,2011-12-16 00:00:00,"24.00, 30.00",1.5989714860916138
1934,2011-12-16 00:00:00,"24.00, 33.00",1.6483607292175293
1935,2011-12-16 00:00:00,"30.00, 27.00",-0.051064275205135345
1936,2011-12-16 00:00:00,"30.00, 30.00",-0.05285767465829849
1937,2011-12-16 00:00:00,"30.00, 33.00",-0.051305338740348816
1938,2011-12-16 00:00:00,"27.00, 27.00",-0.05358370020985603
1939,2011-12-16 00:00:00,"27.00, 30.00",-0.056166619062423706
1940,2011-12-16 00:00:00,"27.00, 33.00",-0.08204405009746552
1941,2011-12-16 00:00:00,"24.00, 27.00",-0.06814969331026077
1942,2011-12-16 00:00:00,"24.00, 30.00",-0.07218022644519806
1943,2011-12-16 00:00:00,"24.00, 33.00",-0.08525405079126358
1944,2012-01-16 00:00:00,"30.00, 27.00",1.0492091178894043
1945,2012-01-16 00:00:00,"30.00, 30.00",1.0888928174972534
1946,2012-01-16 00:00:00,"30.00, 33.00",1.0785187482833862
1947,2012-01-16 00:00:00,"27.00, 27.00",1.2515504360198975
1948,2012-01-16 00:00:00,"27.00, 30.00",1.359381914138794
1949,2012-01-16 00:00:00,"27.00, 33.00",1.5948550701141357
1950,2012-01-16 00:00:00,"24.00, 27.00",1.605181336402893
1951,2012-01-16 00:00:00,"24.00, 30.00",1.6126044988632202
1952,2012-01-16 00:00:00,"24.00, 33.00",1.7588697671890259
1953,2012-01-16 00:00:00,"30.00, 27.00",-0.05106329172849655
1954,2012-01-16 00:00:00,"30.00, 30.00",-0.052283503115177155
1955,2012-01-16 00:00:00,"30.00, 33.00",-0.04920024424791336
1956,2012-01-16 00:00:00,"27.00, 27.00",-0.05594216659665108
1957,2012-01-16 00:00:00,"27.00, 30.00",-0.0590972900390625
1958,2012-01-16 00:00:00,"27.00, 33.00",-0.08533723652362823
1959,2012-01-16 00:00:00,"24.00, 27.00",-0.07094647735357285
1960,2012-01-16 00:00:00,"24.00, 30.00",-0.07581230998039246
1961,2012-01-16 00:00:00,"24.00, 33.00",-0.09219902008771896
1962,2012-02-16 00:00:00,"30.00, 27.00",1.214534878730774
1963,2012-02-16 00:00:00,"30.00, 30.00",1.2255096435546875
1964,2012-02-16 00:00:00,"30.00, 33.00",1.225466012954712
1965,2012-02-16 00:00:00,"27.00, 27.00",1.3198479413986206
1966,2012-02-16 00:00:00,"27.00, 30.00",1.3881993293762207
1967,2012-02-16 00:00:00,"27.00, 33.00",1.6248726844787598
1968,2012-02-16 00:00:00,"24.00, 27.00",1.5660021305084229
1969,2012-02-16 00:00:00,"24.00, 30.00",1.6267626285552979
1970,2012-02-16 00:00:00,"24.00, 33.00",1.7290912866592407
1971,2012-02-16 00:00:00,"30.00, 27.00",-0.06561069190502167
1972,2012-02-16 00:00:00,"30.00, 30.00",-0.06540416926145554
1973,2012-02-16 00:00:00,"30.00, 33.00",-0.06275229901075363
1974,2012-02-16 00:00:00,"27.00, 27.00",-0.06589613109827042
1975,2012-02-16 00:00:00,"27.00, 30.00",-0.06859272718429565
1976,2012-02-16 00:00:00,"27.00, 33.00",-0.09621429443359375
1977,2012-02-16 00:00:00,"24.00, 27.00",-0.07802371680736542
1978,2012-02-16 00:00:00,"24.00, 30.00",-0.08446502685546875
1979,2012-02-16 00:00:00,"24.00, 33.00",-0.10069116950035095
1980,2012-03-16 00:00:00,"30.00, 27.00",1.3646358251571655
1981,2012-03-16 00:00:00,"30.00, 30.00",1.396826982498169
1982,2012-03-16 00:00:00,"30.00, 33.00",1.4694676399230957
1983,2012-03-16 00:00:00,"27.00, 27.00",1.5630513429641724
1984,2012-03-16 00:00:00,"27.00, 30.00",1.710553526878357
1985,2012-03-16 00:00:00,"27.00, 33.00",1.9756991863250732
1986,2012-03-16 00:00:00,"24.00, 27.00",1.8626452684402466
1987,2012-03-16 00:00:00,"24.00, 30.00",1.8859361410140991
1988,2012-03-16 00:00:00,"24.00, 33.00",2.0432651042938232
1989,2012-03-16 00:00:00,"30.00, 27.00",-0.0870513916015625
1990,2012-03-16 00:00:00,"30.00, 30.00",-0.0911860316991806
1991,2012-03-16 00:00:00,"30.00, 33.00",-0.08771859109401703
1992,2012-03-16 00:00:00,"27.00, 27.00",-0.09030988067388535
1993,2012-03-16 00:00:00,"27.00, 30.00",-0.09317902475595474
1994,2012-03-16 00:00:00,"27.00, 33.00",-0.12860994040966034
1995,2012-03-16 00:00:00,"24.00, 27.00",-0.10078135132789612
1996,2012-03-16 00:00:00,"24.00, 30.00",-0.10685040801763535
1997,2012-03-16 00:00:00,"24.00, 33.00",-0.12680692970752716
1998,2012-04-16 00:00:00,"30.00, 27.00",1.509917140007019
1999,2012-04-16 00:00:00,"30.00, 30.00",1.6067911386489868
2000,2012-04-16 00:00:00,"30.00, 33.00",1.6494964361190796
2001,2012-04-16 00:00:00,"27.00, 27.00",1.63385009765625
2002,2012-04-16 00:00:00,"27.00, 30.00",1.7866648435592651
2003,2012-04-16 00:00:00,"27.00, 33.00",2.0698373317718506
2004,2012-04-16 00:00:00,"24.00, 27.00",1.8481872081756592
2005,2012-04-16 00:00:00,"24.00, 30.00",1.936095118522644
2006,2012-04-16 00:00:00,"24.00, 33.00",2.1217081546783447
2007,2012-04-16 00:00:00,"30.00, 27.00",-0.09846140444278717
2008,2012-04-16 00:00:00,"30.00, 30.00",-0.10777588188648224
2009,2012-04-16 00:00:00,"30.00, 33.00",-0.10385233908891678
2010,2012-04-16 00:00:00,"27.00, 27.00",-0.09707438200712204
2011,2012-04-16 00:00:00,"27.00, 30.00",-0.10128326714038849
2012,2012-04-16 00:00:00,"27.00, 33.00",-0.13787536323070526
2013,2012-04-16 00:00:00,"24.00, 27.00",-0.10391133278608322
2014,2012-04-16 00:00:00,"24.00, 30.00",-0.11209309846162796
2015,2012-04-16 00:00:00,"24.00, 33.00",-0.1342976838350296
2016,2012-05-16 00:00:00,"30.00, 27.00",1.4354701042175293
2017,2012-05-16 00:00:00,"30.00, 30.00",1.4310390949249268
2018,2012-05-16 00:00:00,"30.00, 33.00",1.506181240081787
2019,2012-05-16 00:00:00,"27.00, 27.00",1.5824486017227173
2020,2012-05-16 00:00:00,"27.00, 30.00",1.6742238998413086
2021,2012-05-16 00:00:00,"27.00, 33.00",1.851386308670044
2022,2012-05-16 00:00:00,"24.00, 27.00",1.6869477033615112
2023,2012-05-16 00:00:00,"24.00, 30.00",1.7596967220306396
2024,2012-05-16 00:00:00,"24.00, 33.00",1.949719786643982
2025,2012-05-16 00:00:00,"30.00, 27.00",-0.10411317646503448
2026,2012-05-16 00:00:00,"30.00, 30.00",-0.11098997294902802
2027,2012-05-16 00:00:00,"30.00, 33.00",-0.10638771951198578
2028,2012-05-16 00:00:00,"27.00, 27.00",-0.10117758810520172
2029,2012-05-16 00:00:00,"27.00, 30.00",-0.1016075387597084
2030,2012-05-16 00:00:00,"27.00, 33.00",-0.13199788331985474
2031,2012-05-16 00:00:00,"24.00, 27.00",-0.0999138131737709
2032,2012-05-16 00:00:00,"24.00, 30.00",-0.1066896989941597
2033,2012-05-16 00:00:00,"24.00, 33.00",-0.13131467998027802
2034,2012-06-16 00:00:00,"30.00, 27.00",1.4355132579803467
2035,2012-06-16 00:00:00,"30.00, 30.00",1.4109272956848145
2036,2012-06-16 00:00:00,"30.00, 33.00",1.5153167247772217
2037,2012-06-16 00:00:00,"27.00, 27.00",1.5777618885040283
2038,2012-06-16 00:00:00,"27.00, 30.00",1.720466136932373
2039,2012-06-16 00:00:00,"27.00, 33.00",1.9729807376861572
2040,2012-06-16 00:00:00,"24.00, 27.00",1.7459808588027954
2041,2012-06-16 00:00:00,"24.00, 30.00",1.8149861097335815
2042,2012-06-16 00:00:00,"24.00, 33.00",1.9976714849472046
2043,2012-06-16 00:00:00,"30.00, 27.00",-0.10456187278032303
2044,2012-06-16 00:00:00,"30.00, 30.00",-0.11605428159236908
2045,2012-06-16 00:00:00,"30.00, 33.00",-0.11041615903377533
2046,2012-06-16 00:00:00,"27.00, 27.00",-0.09893798828125
2047,2012-06-16 00:00:00,"27.00, 30.00",-0.10406087338924408
2048,2012-06-16 00:00:00,"27.00, 33.00",-0.13995972275733948
2049,2012-06-16 00:00:00,"24.00, 27.00",-0.10384419560432434
2050,2012-06-16 00:00:00,"24.00, 30.00",-0.11156870424747467
2051,2012-06-16 00:00:00,"24.00, 33.00",-0.134144589304924
2052,2012-07-16 00:00:00,"30.00, 27.00",1.388810634613037
2053,2012-07-16 00:00:00,"30.00, 30.00",1.3265479803085327
2054,2012-07-16 00:00:00,"30.00, 33.00",1.3478344678878784
2055,2012-07-16 00:00:00,"27.00, 27.00",1.501000165939331
2056,2012-07-16 00:00:00,"27.00, 30.00",1.5493804216384888
2057,2012-07-16 00:00:00,"27.00, 33.00",1.779768466949463
2058,2012-07-16 00:00:00,"24.00, 27.00",1.7261264324188232
2059,2012-07-16 00:00:00,"24.00, 30.00",1.7275311946868896
2060,2012-07-16 00:00:00,"24.00, 33.00",1.7896668910980225
2061,2012-07-16 00:00:00,"30.00, 27.00",-0.10724024474620819
2062,2012-07-16 00:00:00,"30.00, 30.00",-0.11432573944330215
2063,2012-07-16 00:00:00,"30.00, 33.00",-0.1074366420507431
2064,2012-07-16 00:00:00,"27.00, 27.00",-0.09973538666963577
2065,2012-07-16 00:00:00,"27.00, 30.00",-0.10226883739233017
2066,2012-07-16 00:00:00,"27.00, 33.00",-0.13496939837932587
2067,2012-07-16 00:00:00,"24.00, 27.00",-0.10479441285133362
2068,2012-07-16 00:00:00,"24.00, 30.00",-0.10960732400417328
2069,2012-07-16 00:00:00,"24.00, 33.00",-0.12668387591838837
2070,2012-08-16 00:00:00,"30.00, 27.00",1.2767363786697388
2071,2012-08-16 00:00:00,"30.00, 30.00",1.3257397413253784
2072,2012-08-16 00:00:00,"30.00, 33.00",1.3382420539855957
2073,2012-08-16 00:00:00,"27.00, 27.00",1.4133399724960327
2074,2012-08-16 00:00:00,"27.00, 30.00",1.5560834407806396
2075,2012-08-16 00:00:00,"27.00, 33.00",1.7873870134353638
2076,2012-08-16 00:00:00,"24.00, 27.00",1.5759642124176025
2077,2012-08-16 00:00:00,"24.00, 30.00",1.6626744270324707
2078,2012-08-16 00:00:00,"24.00, 33.00",1.8054298162460327
2079,2012-08-16 00:00:00,"30.00, 27.00",-0.0986490547657013
2080,2012-08-16 00:00:00,"30.00, 30.00",-0.10718955099582672
2081,2012-08-16 00:00:00,"30.00, 33.00",-0.1029362827539444
2082,2012-08-16 00:00:00,"27.00, 27.00",-0.09194453805685043
2083,2012-08-16 00:00:00,"27.00, 30.00",-0.09629230946302414
2084,2012-08-16 00:00:00,"27.00, 33.00",-0.12883438169956207
2085,2012-08-16 00:00:00,"24.00, 27.00",-0.09325384348630905
2086,2012-08-16 00:00:00,"24.00, 30.00",-0.10199712961912155
2087,2012-08-16 00:00:00,"24.00, 33.00",-0.12158498167991638
2088,2012-09-16 00:00:00,"30.00, 27.00",1.208593726158142
2089,2012-09-16 00:00:00,"30.00, 30.00",1.2331278324127197
2090,2012-09-16 00:00:00,"30.00, 33.00",1.0851613283157349
2091,2012-09-16 00:00:00,"27.00, 27.00",1.4187642335891724
2092,2012-09-16 00:00:00,"27.00, 30.00",1.543913722038269
2093,2012-09-16 00:00:00,"27.00, 33.00",1.637305736541748
2094,2012-09-16 00:00:00,"24.00, 27.00",1.6680786609649658
2095,2012-09-16 00:00:00,"24.00, 30.00",1.6630330085754395
2096,2012-09-16 00:00:00,"24.00, 33.00",1.7569539546966553
2097,2012-09-16 00:00:00,"30.00, 27.00",-0.08918965607881546
2098,2012-09-16 00:00:00,"30.00, 30.00",-0.0952555313706398
2099,2012-09-16 00:00:00,"30.00, 33.00",-0.08634389191865921
2100,2012-09-16 00:00:00,"27.00, 27.00",-0.08605651557445526
2101,2012-09-16 00:00:00,"27.00, 30.00",-0.08926951140165329
2102,2012-09-16 00:00:00,"27.00, 33.00",-0.11508738249540329
2103,2012-09-16 00:00:00,"24.00, 27.00",-0.09234568476676941
2104,2012-09-16 00:00:00,"24.00, 30.00",-0.09677276760339737
2105,2012-09-16 00:00:00,"24.00, 33.00",-0.11218515783548355
2106,2012-10-16 00:00:00,"30.00, 27.00",0.9938147664070129
2107,2012-10-16 00:00:00,"30.00, 30.00",1.0429953336715698
2108,2012-10-16 00:00:00,"30.00, 33.00",0.9737716317176819
2109,2012-10-16 00:00:00,"27.00, 27.00",1.2502628564834595
2110,2012-10-16 00:00:00,"27.00, 30.00",1.3390355110168457
2111,2012-10-16 00:00:00,"27.00, 33.00",1.5008445978164673
2112,2012-10-16 00:00:00,"24.00, 27.00",1.4827231168746948
2113,2012-10-16 00:00:00,"24.00, 30.00",1.510674238204956
2114,2012-10-16 00:00:00,"24.00, 33.00",1.5607634782791138
2115,2012-10-16 00:00:00,"30.00, 27.00",-0.0700678676366806
2116,2012-10-16 00:00:00,"30.00, 30.00",-0.07282035797834396
2117,2012-10-16 00:00:00,"30.00, 33.00",-0.06826634705066681
2118,2012-10-16 00:00:00,"27.00, 27.00",-0.0694895088672638
2119,2012-10-16 00:00:00,"27.00, 30.00",-0.07095780223608017
2120,2012-10-16 00:00:00,"27.00, 33.00",-0.09282905608415604
2121,2012-10-16 00:00:00,"24.00, 27.00",-0.07504592090845108
2122,2012-10-16 00:00:00,"24.00, 30.00",-0.07925070822238922
2123,2012-10-16 00:00:00,"24.00, 33.00",-0.0913701206445694
2124,2012-11-16 00:00:00,"30.00, 27.00",0.9958475828170776
2125,2012-11-16 00:00:00,"30.00, 30.00",1.0149677991867065
2126,2012-11-16 00:00:00,"30.00, 33.00",0.9502766728401184
2127,2012-11-16 00:00:00,"27.00, 27.00",1.177490234375
2128,2012-11-16 00:00:00,"27.00, 30.00",1.252989649772644
2129,2012-11-16 00:00:00,"27.00, 33.00",1.4332865476608276
2130,2012-11-16 00:00:00,"24.00, 27.00",1.5374724864959717
2131,2012-11-16 00:00:00,"24.00, 30.00",1.4346140623092651
2132,2012-11-16 00:00:00,"24.00, 33.00",1.4814484119415283
2133,2012-11-16 00:00:00,"30.00, 27.00",-0.054009754210710526
2134,2012-11-16 00:00:00,"30.00, 30.00",-0.05559031292796135
2135,2012-11-16 00:00:00,"30.00, 33.00",-0.050852712243795395
2136,2012-11-16 00:00:00,"27.00, 27.00",-0.05681101605296135
2137,2012-11-16 00:00:00,"27.00, 30.00",-0.058148957788944244
2138,2012-11-16 00:00:00,"27.00, 33.00",-0.07960841059684753
2139,2012-11-16 00:00:00,"24.00, 27.00",-0.06962127983570099
2140,2012-11-16 00:00:00,"24.00, 30.00",-0.07058919221162796
2141,2012-11-16 00:00:00,"24.00, 33.00",-0.08121083676815033
2142,2012-12-16 00:00:00,"30.00, 27.00",0.989569902420044
2143,2012-12-16 00:00:00,"30.00, 30.00",1.0549966096878052
2144,2012-12-16 00:00:00,"30.00, 33.00",1.0226213932037354
2145,2012-12-16 00:00:00,"27.00, 27.00",1.1468840837478638
2146,2012-12-16 00:00:00,"27.00, 30.00",1.2826902866363525
2147,2012-12-16 00:00:00,"27.00, 33.00",1.5304220914840698
2148,2012-12-16 00:00:00,"24.00, 27.00",1.5000698566436768
2149,2012-12-16 00:00:00,"24.00, 30.00",1.4898101091384888
2150,2012-12-16 00:00:00,"24.00, 33.00",1.6182585954666138
2151,2012-12-16 00:00:00,"30.00, 27.00",-0.04691437631845474
2152,2012-12-16 00:00:00,"30.00, 30.00",-0.04929105564951897
2153,2012-12-16 00:00:00,"30.00, 33.00",-0.047060322016477585
2154,2012-12-16 00:00:00,"27.00, 27.00",-0.051019731909036636
2155,2012-12-16 00:00:00,"27.00, 30.00",-0.05468872934579849
